199,1.316491,865,212,54,38,4909,240,459,92,1368,56,219,42,494,19,78,13,4925,224,445,55,1363,56,214,38,492,18,77,12,433,106,136,85,2472,121,2415,1040,685,28,835,459,245,9,404,182;g#{87},g{Celtic},a{various artists},l{The Dance Music of Ireland},t{The Stone in the Field,The Ste},f{/mnt/cdrom/The Dance Music of Ireland/03 The Stone in the Field,The Steeplechase,The Culfodda Reel.mp3}
247,1.421691,847,254,50,22,4167,176,264,90,649,98,170,26,304,29,83,11,4169,175,254,70,643,98,167,24,302,29,83,11,424,127,127,75,2097,88,1736,696,323,49,507,276,149,15,422,200;g#{87},g{Celtic},a{Liz Doherty},l{Last Orders},t{The Swan (hornpipes)},f{/mnt/cdrom/Liz Doherty/Last Orders/08 The Swan (hornpipes).mp3}
244,1.233492,934,204,25,40,5233,676,413,208,1264,303,180,56,476,65,66,13,5259,566,377,154,1269,294,174,54,477,60,64,13,467,103,99,66,2633,342,2294,823,633,152,563,429,236,32,352,153;g#{87},g{Celtic},a{Deaf Shepherd},l{Synergy},t{Strathspeys},f{/mnt/cdrom/Deaf Shepherd/Synergy/02 Strathspeys.mp3}
107,1.260456,854,181,48,35,4606,157,586,160,1146,45,181,45,422,18,58,13,4620,148,559,85,1147,47,174,29,423,17,55,8,427,90,252,182,2323,87,4706,2991,577,22,1111,682,209,9,359,170;g#{87},g{Celtic},a{Karen Tweed},l{The Silver Spire},t{Ailbe Grace's / Art O'Keefe's},f{/mnt/cdrom/Karen Tweed/The Silver Spire/16 Ailbe Grace's  Art O'Keefe's (polkas).mp3}
192,1.207042,905,203,32,39,4776,599,468,265,1426,201,204,57,478,61,58,21,4839,320,408,99,1441,118,194,27,483,30,54,8,453,102,98,74,2403,303,1972,801,714,102,471,247,236,30,329,146;g#{87},g{Celtic},a{Hamish Moore},l{Stepping on the Bridge},t{Blue Bonnets / Larach Alasdair},f{/mnt/cdrom/Hamish Moore/Stepping on the Bridge/02 Blue Bonnets  Larach Alasdair  Margaret MacLachian.mp3}
193,1.236958,898,223,46,40,4545,722,538,166,1176,206,208,60,437,69,66,16,4610,434,522,168,1198,122,202,60,443,34,65,16,449,112,118,70,2285,364,2659,1385,589,104,727,596,216,34,377,285;g#{87},g{Celtic},a{William Haines & Martainn Beag},l{Ceilidh House Sessions from Th},t{Christmas Evening in the Morni},f{/mnt/cdrom/Ceilidh House Sessions from The Tron Tavern/08 Christmas Evening in the Morning, Reel of Tulla, The Congress Reel, Stenson's No. 2.mp3}
165,1.341035,764,214,78,54,4747,474,569,331,849,101,231,67,360,35,64,19,4818,361,500,239,839,90,211,54,363,26,61,13,382,107,107,81,2391,240,2313,874,423,51,603,365,178,17,317,161;g#{87},g{Celtic},a{John Renbourn},l{The Lady And The Unicorn},t{Veri Floris/Triple Ballade},f{/mnt/cdrom/John Renbourn/The Lady And The Unicorn/03 Veri FlorisTriple Ballade.mp3}
228,1.331828,746,225,115,75,4089,612,530,287,823,150,283,105,357,56,99,35,4155,428,448,179,815,119,249,61,359,48,85,21,373,113,132,89,2058,308,1829,937,411,76,571,381,176,28,379,168;g#{87},g{Celtic},a{Palaver},l{Ceilidh House Sessions from Th},t{Laddie Lie Near Me},f{/mnt/cdrom/Ceilidh House Sessions from The Tron Tavern/03 Laddie Lie Near Me.mp3}
189,1.212473,931,186,39,62,5784,578,476,343,1374,265,343,92,472,58,88,24,5832,372,463,310,1383,244,336,80,475,41,86,20,466,93,140,98,2911,293,2538,754,689,134,1145,618,234,29,547,429;g#{87},g{Celtic},a{Dysart & Dundonald},l{The Pipes and Drums},t{Burns Medley},f{/mnt/cdrom/The Pipes and Drums/03 Dysart & Dundonald - Burns Medley.mp3}
365,1.261508,898,198,40,29,3943,290,471,153,916,132,188,55,375,41,62,16,3951,247,460,125,918,130,185,52,375,38,60,14,449,100,97,63,1984,146,1779,838,458,67,520,302,185,20,323,125;g#{87},g{Celtic},a{Alasdair MacCuish and The Blac},l{Alasdair MacCuish and The Blac},t{Waltz},f{/mnt/cdrom/Alasdair MacCuish and The Black Rose Ceilidh Band/11 Waltz.mp3}
